frase_limpa,classe,fonte,frase
não caia nessa o aplicativo é uma completa farsa,Negativa,Gemini,"Não caia nessa, o aplicativo é uma completa farsa."
aplicativos de rede privada virtual roteiam a conexão de internet do celular através de servidores externos,Neutra,Gemini,Aplicativos de rede privada virtual roteiam a conexão de internet do celular através de servidores externos.
estou viciado neste aplicativo uso a toda hora,Positiva,Gemini,"Estou viciado neste aplicativo, uso a toda hora."
não tem como apagar o histórico de pesquisa,Negativa,Gemini,Não tem como apagar o histórico de pesquisa.
a tela de bloqueio com widgets do app é maravilhosa,Positiva,Gemini,A tela de bloqueio com widgets do app é maravilhosa.
a autenticação em duas etapas é falha e não deixa entrar,Negativa,Gemini,A autenticação em duas etapas é falha e não deixa entrar.
é muito prático fazer buscas e encontrar o que preciso,Positiva,Gemini,É muito prático fazer buscas e encontrar o que preciso.
app que recebo elogios quando mostro para colegas de trabalho,Positiva,Claude,App que recebo elogios quando mostro para colegas de trabalho.
a câmera do aplicativo inverte o texto em documentos escaneados,Negativa,Claude,A câmera do aplicativo inverte o texto em documentos escaneados.
aplicativos de saúde pública permitem agendar consultas e exames pelo sus,Neutra,Claude,Aplicativos de saúde pública permitem agendar consultas e exames pelo SUS.
consome muita memória ram e deixa o resto do sistema lento,Negativa,Gemini,Consome muita memória RAM e deixa o resto do sistema lento.
pede confirmação por sms mas o código nunca é enviado,Negativa,Gemini,"Pede confirmação por SMS, mas o código nunca é enviado."
aplicativos podem ser desenvolvidos com linguagens diferentes,Neutra,ChatGPT,Aplicativos podem ser desenvolvidos com linguagens diferentes.
aplicativos de rastreamento de encomendas mostram o status de entrega em tempo real,Neutra,Claude,Aplicativos de rastreamento de encomendas mostram o status de entrega em tempo real.
aplicativos podem coletar dados analíticos,Neutra,ChatGPT,Aplicativos podem coletar dados analíticos.
a integração com redes sociais ocorre de forma natural e fácil,Positiva,Gemini,A integração com redes sociais ocorre de forma natural e fácil.
gostei bastante da interface moderna e elegante,Positiva,ChatGPT,Gostei bastante da interface moderna e elegante.
gerenciamento de assinaturas claro e transparente sem surpresas,Positiva,Claude,Gerenciamento de assinaturas claro e transparente sem surpresas.
as animações do aplicativo são muito divertidas e bem feitas,Positiva,Gemini,As animações do aplicativo são muito divertidas e bem feitas.
aplicativos móveis podem consumir dados móveis,Neutra,ChatGPT,Aplicativos móveis podem consumir dados móveis.
aplicativo muito útil para organização pessoal,Positiva,ChatGPT,Aplicativo muito útil para organização pessoal.
tiraram a opção gratuita na última atualização de surpresa,Negativa,Gemini,Tiraram a opção gratuita na última atualização de surpresa.
aplicativos de câmera permitem edição básica de fotos,Neutra,ChatGPT,Aplicativos de câmera permitem edição básica de fotos.
falta integração com o armazenamento em nuvem do celular,Negativa,Gemini,Falta integração com o armazenamento em nuvem do celular.
as atualizações constantes mostram o comprometimento da equipe,Positiva,Gemini,As atualizações constantes mostram o comprometimento da equipe.
a galeria de imagens carrega tudo de forma muito rápida,Positiva,Gemini,A galeria de imagens carrega tudo de forma muito rápida.
aplicativo leve e com ótimo desempenho geral,Positiva,ChatGPT,Aplicativo leve e com ótimo desempenho geral.
comprei a versão sem anúncios mas as propagandas continuam,Negativa,Gemini,"Comprei a versão sem anúncios, mas as propagandas continuam."
a câmera integrada tira fotos com qualidade inferior à nativa,Negativa,Claude,A câmera integrada tira fotos com qualidade inferior à nativa.
aplicativos móveis utilizam banco de dados interno,Neutra,ChatGPT,Aplicativos móveis utilizam banco de dados interno.
muito fácil de aprender a usar e extremamente eficiente,Positiva,ChatGPT,Muito fácil de aprender a usar e extremamente eficiente.
aplicativos de monitoramento de câmeras exibem imagens ao vivo de câmeras ip,Neutra,Claude,Aplicativos de monitoramento de câmeras exibem imagens ao vivo de câmeras IP.
atalhos de teclado funcionam perfeitamente para uso avançado,Positiva,Claude,Atalhos de teclado funcionam perfeitamente para uso avançado.
aplicativo muito bem desenvolvido e intuitivo,Positiva,ChatGPT,Aplicativo muito bem desenvolvido e intuitivo.
o atendimento ao consumidor no chat é inexistente,Negativa,Gemini,O atendimento ao consumidor no chat é inexistente.
aplicativos de lista de tarefas permitem definir prioridades e datas limite,Neutra,Claude,Aplicativos de lista de tarefas permitem definir prioridades e datas limite.
existem aplicativos que funcionam em modo offline após o download inicial,Neutra,Gemini,Existem aplicativos que funcionam em modo offline após o download inicial.
área de configurações bem organizada e fácil de entender,Positiva,Claude,Área de configurações bem organizada e fácil de entender.
fica deslogando sozinho toda vez que fecho o app,Negativa,Gemini,Fica deslogando sozinho toda vez que fecho o app.
o consumo de bateria torna o uso inviável,Negativa,ChatGPT,O consumo de bateria torna o uso inviável.
melhor investimento em aplicativo que já fiz na vida,Positiva,Claude,Melhor investimento em aplicativo que já fiz na vida.
finalmente um aplicativo que respeita a privacidade do usuário,Positiva,Gemini,Finalmente um aplicativo que respeita a privacidade do usuário.
o algoritmo de recomendação sempre acerta o que eu quero,Positiva,Gemini,O algoritmo de recomendação sempre acerta o que eu quero.
o botão de registro simplesmente não clica não faz nada,Negativa,Gemini,"O botão de registro simplesmente não clica, não faz nada."
o modo de economia de energia dentro do app é genial,Positiva,Gemini,O modo de economia de energia dentro do app é genial.
aplicativos de edição de vídeo permitem cortar inserir trilha e adicionar legendas,Neutra,Claude,"Aplicativos de edição de vídeo permitem cortar, inserir trilha e adicionar legendas."
o pubg mobile foi um dos jogos mobile mais baixados globalmente,Neutra,Claude,O PUBG Mobile foi um dos jogos mobile mais baixados globalmente.
a navegação é lenta até em celulares potentes,Negativa,ChatGPT,A navegação é lenta até em celulares potentes.
o capcut é um aplicativo de edição de vídeo popular entre criadores de conteúdo,Neutra,Claude,O CapCut é um aplicativo de edição de vídeo popular entre criadores de conteúdo.
design ultrapassado e pouco intuitivo difícil de usar,Negativa,Gemini,"Design ultrapassado e pouco intuitivo, difícil de usar."
alguns aplicativos sincronizam arquivos em nuvem,Neutra,ChatGPT,Alguns aplicativos sincronizam arquivos em nuvem.
aplicativo extremamente lento demora uma eternidade para carregar,Negativa,Gemini,"Aplicativo extremamente lento, demora uma eternidade para carregar."
o autentique é um serviço brasileiro de assinatura eletrônica com aplicativo,Neutra,Claude,O Autentique é um serviço brasileiro de assinatura eletrônica com aplicativo.
as notificações pararam de chegar depois que atualizei,Negativa,Gemini,As notificações pararam de chegar depois que atualizei.
aplicativos podem armazenar configurações do usuário,Neutra,ChatGPT,Aplicativos podem armazenar configurações do usuário.
aplicativos de conversão de moedas consultam servidores remotos para atualizar as taxas de câmbio diariamente,Neutra,Gemini,Aplicativos de conversão de moedas consultam servidores remotos para atualizar as taxas de câmbio diariamente.
muitos aplicativos móveis exibem anúncios como forma de monetização,Neutra,Gemini,Muitos aplicativos móveis exibem anúncios como forma de monetização.
o aplicativo demora demais para iniciar,Negativa,ChatGPT,O aplicativo demora demais para iniciar.
o tutorial inicial é longo demais e não pode ser pulado,Negativa,Claude,O tutorial inicial é longo demais e não pode ser pulado.
mandei mensagem relatando um bug e fui totalmente ignorado,Negativa,Gemini,Mandei mensagem relatando um bug e fui totalmente ignorado.
a busca interna não funciona e demora muito para pesquisar,Negativa,Gemini,A busca interna não funciona e demora muito para pesquisar.
aplicativo incompatível com minha versão do android sem aviso prévio,Negativa,Claude,Aplicativo incompatível com minha versão do Android sem aviso prévio.
o cronômetro sempre para de contar quando a tela desliga,Negativa,Gemini,O cronômetro sempre para de contar quando a tela desliga.
muito pesado para aparelhos intermediários não recomendo,Negativa,Gemini,"Muito pesado para aparelhos intermediários, não recomendo."
as atualizações consomem espaço excessivo no celular,Negativa,ChatGPT,As atualizações consomem espaço excessivo no celular.
estabilidade impressionante nunca fechou sozinho nenhuma vez,Positiva,Claude,"Estabilidade impressionante, nunca fechou sozinho nenhuma vez."
compatível com assistentes de voz integração funcionou na primeira vez,Positiva,Claude,"Compatível com assistentes de voz, integração funcionou na primeira vez."
alguns aplicativos possuem versão web,Neutra,ChatGPT,Alguns aplicativos possuem versão web.
aplicativo eficiente e muito prático para o cotidiano,Positiva,ChatGPT,Aplicativo eficiente e muito prático para o cotidiano.
excelente estabilidade e ótimo funcionamento geral,Positiva,ChatGPT,Excelente estabilidade e ótimo funcionamento geral.
alguns aplicativos utilizam criptografia de dados,Neutra,ChatGPT,Alguns aplicativos utilizam criptografia de dados.
busca interna precisa encontro qualquer coisa em segundos,Positiva,Claude,"Busca interna precisa, encontro qualquer coisa em segundos."
a conectividade de rede sem fio é utilizada para integrar balanças inteligentes aos aplicativos,Neutra,Gemini,A conectividade de rede sem fio é utilizada para integrar balanças inteligentes aos aplicativos.
a experiência do usuário foi pensada nos mínimos detalhes,Positiva,Gemini,A experiência do usuário foi pensada nos mínimos detalhes.
a experiência de uso piora a cada nova atualização,Negativa,ChatGPT,A experiência de uso piora a cada nova atualização.
a função de pesquisa entrega resultados irrelevantes,Negativa,ChatGPT,A função de pesquisa entrega resultados irrelevantes.
as notificações aparecem duplicadas o tempo inteiro,Negativa,ChatGPT,As notificações aparecem duplicadas o tempo inteiro.
compras no aplicativo permitem a aquisição de bens virtuais ou funcionalidades extras,Neutra,Gemini,Compras no aplicativo permitem a aquisição de bens virtuais ou funcionalidades extras.
a gestão do meu tempo melhorou muito graças a esta ferramenta,Positiva,Gemini,A gestão do meu tempo melhorou muito graças a esta ferramenta.
as permissões exigidas são exageradas para sua função,Negativa,ChatGPT,As permissões exigidas são exageradas para sua função.
vídeos publicitários não podem ser pulados dentro do aplicativo,Negativa,Claude,Vídeos publicitários não podem ser pulados dentro do aplicativo.
é um aplicativo que realmente se preocupa com a acessibilidade,Positiva,Gemini,É um aplicativo que realmente se preocupa com a acessibilidade.
